#Chromosome,GapStart,GapStop,RegionID,MeanGapCoverage,RegionInterval,GapInterval
chr14,45644586,45644652,FANCM.chr14.45644273.45646179,16.6,chr14:45644263-45646189,chr14:45644586-45644652
chr14,45650711,45650737,FANCM.chr14.45650632.45650727,17.3,chr14:45650622-45650737,chr14:45650711-45650737
chr14,45652976,45652986,FANCM.chr14.45652976.45653105,19.0,chr14:45652966-45653115,chr14:45652976-45652986
chr14,45653069,45653115,FANCM.chr14.45652976.45653105,16.1,chr14:45652966-45653115,chr14:45653069-45653115
chr14,45654409,45654418,FANCM.chr14.45654419.45654576,14.9,chr14:45654409-45654586,chr14:45654409-45654418
chr14,45654420,45654423,FANCM.chr14.45654419.45654576,19.0,chr14:45654409-45654586,chr14:45654420-45654423
chr14,45654426,45654434,FANCM.chr14.45654419.45654576,18.6,chr14:45654409-45654586,chr14:45654426-45654434
chr14,45654577,45654586,FANCM.chr14.45654419.45654576,18.3,chr14:45654409-45654586,chr14:45654577-45654586
chr14,45657994,45658007,FANCM.chr14.45658004.45658565,16.9,chr14:45657994-45658575,chr14:45657994-45658007
chr14,45658009,45658026,FANCM.chr14.45658004.45658565,18.5,chr14:45657994-45658575,chr14:45658009-45658026
chr14,45658520,45658575,FANCM.chr14.45658004.45658565,10.0,chr14:45657994-45658575,chr14:45658520-45658575
chr14,45665364,45665434,FANCM.chr14.45665374.45665750,10.9,chr14:45665364-45665760,chr14:45665364-45665434
chr14,45665682,45665690,FANCM.chr14.45665374.45665750,19.0,chr14:45665364-45665760,chr14:45665682-45665690
chr14,45665692,45665760,FANCM.chr14.45665374.45665750,13.9,chr14:45665364-45665760,chr14:45665692-45665760
chr14,45667836,45667852,FANCM.chr14.45667846.45668138,16.1,chr14:45667836-45668148,chr14:45667836-45667852
chr14,45668050,45668148,FANCM.chr14.45667846.45668138,11.2,chr14:45667836-45668148,chr14:45668050-45668148
chr14,45669154,45669221,FANCM.chr14.45669072.45669211,12.2,chr14:45669062-45669221,chr14:45669154-45669221
chr14,50087976,50088098,MGAT2.chr14.50087986.50089330,14.0,chr14:50087976-50089340,chr14:50087976-50088098
chr14,50088126,50088158,MGAT2.chr14.50087986.50089330,17.3,chr14:50087976-50089340,chr14:50088126-50088158
chr14,50089205,50089340,MGAT2.chr14.50087986.50089330,12.5,chr14:50087976-50089340,chr14:50089205-50089340
chr14,50100674,50100837,DNAAF2.chr14.50100004.50101867,11.7,chr14:50099994-50101877,chr14:50100674-50100837
chr14,50101587,50101591,DNAAF2.chr14.50100004.50101867,18.4,chr14:50099994-50101877,chr14:50101587-50101591
chr14,50101593,50101593,DNAAF2.chr14.50100004.50101867,19.0,chr14:50099994-50101877,chr14:50101593-50101593
chr14,50131402,50131402,POLE2.chr14.50131344.50131392,17.0,chr14:50131333-50131402,chr14:50131402-50131402
chr14,50133037,50133069,POLE2.chr14.50133048.50133131,16.4,chr14:50133037-50133141,chr14:50133037-50133069
chr14,50133114,50133115,POLE2.chr14.50133048.50133131,19.0,chr14:50133037-50133141,chr14:50133114-50133115
chr14,50150418,50150418,POLE2.chr14.50150311.50150411,19.0,chr14:50150300-50150421,chr14:50150418-50150418
chr14,50154843,50154931,POLE2.chr14.50154854.50154921,8.7,chr14:50154843-50154931,chr14:50154843-50154931
chr14,50713765,50713981,L2HGDH.chr14.50713775.50713971,13.5,chr14:50713765-50713981,chr14:50713765-50713981
chr14,50732065,50732119,L2HGDH.chr14.50732075.50732207,15.7,chr14:50732065-50732217,chr14:50732065-50732119
chr14,50732168,50732217,L2HGDH.chr14.50732075.50732207,16.9,chr14:50732065-50732217,chr14:50732168-50732217
chr14,50734460,50734638,L2HGDH.chr14.50734470.50734628,14.0,chr14:50734460-50734638,chr14:50734460-50734638
chr14,50735870,50735873,L2HGDH.chr14.50735880.50736048,16.0,chr14:50735870-50736058,chr14:50735870-50735873
chr14,50735994,50736058,L2HGDH.chr14.50735880.50736048,9.2,chr14:50735870-50736058,chr14:50735994-50736058
chr14,50760936,50760974,L2HGDH.chr14.50760832.50760964,16.1,chr14:50760822-50760974,chr14:50760936-50760974
chr14,50768724,50768735,L2HGDH.chr14.50768734.50768886,16.5,chr14:50768724-50768896,chr14:50768724-50768735
chr14,50768868,50768896,L2HGDH.chr14.50768734.50768886,13.3,chr14:50768724-50768896,chr14:50768868-50768896
chr14,50769730,50769745,L2HGDH.chr14.50769619.50769735,16.6,chr14:50769609-50769745,chr14:50769730-50769745
chr14,50886729,50886763,MAP4K5.chr14.50886740.50886824,18.4,chr14:50886729-50886834,chr14:50886729-50886763
chr14,50895899,50895903,MAP4K5.chr14.50895910.50895978,19.0,chr14:50895899-50895988,chr14:50895899-50895903
chr14,50895908,50895910,MAP4K5.chr14.50895910.50895978,18.3,chr14:50895899-50895988,chr14:50895908-50895910
chr14,50901669,50901671,MAP4K5.chr14.50901680.50901783,16.0,chr14:50901669-50901793,chr14:50901669-50901671
chr14,50901676,50901705,MAP4K5.chr14.50901680.50901783,18.6,chr14:50901669-50901793,chr14:50901676-50901705
chr14,50901756,50901793,MAP4K5.chr14.50901680.50901783,14.4,chr14:50901669-50901793,chr14:50901756-50901793
chr14,50904183,50904246,MAP4K5.chr14.50904194.50904252,18.2,chr14:50904183-50904262,chr14:50904183-50904246
chr14,50904260,50904262,MAP4K5.chr14.50904194.50904252,19.0,chr14:50904183-50904262,chr14:50904260-50904262
chr14,50904721,50904739,MAP4K5.chr14.50904612.50904729,18.4,chr14:50904601-50904739,chr14:50904721-50904739
chr14,50906720,50906801,MAP4K5.chr14.50906731.50906791,14.9,chr14:50906720-50906801,chr14:50906720-50906801
chr14,50907156,50907169,MAP4K5.chr14.50907080.50907159,17.2,chr14:50907069-50907169,chr14:50907156-50907169
chr14,50909439,50909544,MAP4K5.chr14.50909450.50909534,14.9,chr14:50909439-50909544,chr14:50909439-50909544
chr14,50910455,50910469,MAP4K5.chr14.50910447.50910488,19.0,chr14:50910436-50910498,chr14:50910455-50910469
chr14,50910493,50910493,MAP4K5.chr14.50910447.50910488,19.0,chr14:50910436-50910498,chr14:50910493-50910493
chr14,50912847,50912849,MAP4K5.chr14.50912797.50912839,19.0,chr14:50912786-50912849,chr14:50912847-50912849
chr14,50930759,50930839,MAP4K5.chr14.50930770.50930851,15.2,chr14:50930759-50930861,chr14:50930759-50930839
chr14,50930855,50930861,MAP4K5.chr14.50930770.50930851,18.4,chr14:50930759-50930861,chr14:50930855-50930861
chr14,50933290,50933339,MAP4K5.chr14.50933301.50933363,17.0,chr14:50933290-50933373,chr14:50933290-50933339
chr14,50933360,50933373,MAP4K5.chr14.50933301.50933363,16.9,chr14:50933290-50933373,chr14:50933360-50933373
chr14,50942835,50942898,MAP4K5.chr14.50942846.50942888,14.8,chr14:50942835-50942898,chr14:50942835-50942898
chr14,50942966,50943034,MAP4K5.chr14.50942977.50943024,10.4,chr14:50942966-50943034,chr14:50942966-50943034
chr14,50949068,50949075,MAP4K5.chr14.50949079.50949134,17.8,chr14:50949068-50949144,chr14:50949068-50949075
chr14,50952811,50952819,MAP4K5.chr14.50952822.50952912,18.1,chr14:50952811-50952922,chr14:50952811-50952819
chr14,50952829,50952922,MAP4K5.chr14.50952822.50952912,16.0,chr14:50952811-50952922,chr14:50952829-50952922
chr14,50971560,50971585,MAP4K5.chr14.50971518.50971575,11.3,chr14:50971507-50971585,chr14:50971560-50971585
chr14,50998747,50998777,MAP4K5.chr14.50998660.50998767,15.7,chr14:50998649-50998777,chr14:50998747-50998777
chr14,51057648,51057651,ATL1.chr14.51057658.51057793,17.5,chr14:51057648-51057803,chr14:51057648-51057651
chr14,51057676,51057803,ATL1.chr14.51057658.51057793,14.2,chr14:51057648-51057803,chr14:51057676-51057803
chr14,51058355,51058367,ATL1.chr14.51058252.51058357,17.0,chr14:51058242-51058367,chr14:51058355-51058367
chr14,51060553,51060624,ATL1.chr14.51060563.51060614,15.2,chr14:51060553-51060624,chr14:51060553-51060624
chr14,51079966,51079967,ATL1.chr14.51079976.51080069,18.0,chr14:51079966-51080079,chr14:51079966-51079967
chr14,51079980,51079986,ATL1.chr14.51079976.51080069,19.0,chr14:51079966-51080079,chr14:51079980-51079986
chr14,51079989,51079996,ATL1.chr14.51079976.51080069,19.0,chr14:51079966-51080079,chr14:51079989-51079996
chr14,51081080,51081239,ATL1.chr14.51081090.51081229,7.9,chr14:51081080-51081239,chr14:51081080-51081239
chr14,51087306,51087316,ATL1.chr14.51087316.51087444,16.8,chr14:51087306-51087454,chr14:51087306-51087316
chr14,51087320,51087349,ATL1.chr14.51087316.51087444,17.2,chr14:51087306-51087454,chr14:51087320-51087349
chr14,51087378,51087384,ATL1.chr14.51087316.51087444,19.0,chr14:51087306-51087454,chr14:51087378-51087384
chr14,51087399,51087404,ATL1.chr14.51087316.51087444,18.0,chr14:51087306-51087454,chr14:51087399-51087404
chr14,51087420,51087454,ATL1.chr14.51087316.51087444,18.2,chr14:51087306-51087454,chr14:51087420-51087454
chr14,51088550,51088563,ATL1.chr14.51088560.51088617,17.8,chr14:51088550-51088627,chr14:51088550-51088563
chr14,51089884,51089976,ATL1.chr14.51089894.51089966,11.0,chr14:51089884-51089976,chr14:51089884-51089976
chr14,51098934,51098946,ATL1.chr14.51098944.51099057,17.8,chr14:51098934-51099067,chr14:51098934-51098946
chr14,51374978,51375065,PYGL.chr14.51374988.51375055,10.9,chr14:51374978-51375065,chr14:51374978-51375065
chr14,51378939,51379031,PYGL.chr14.51378873.51379021,15.3,chr14:51378863-51379031,chr14:51378939-51379031
chr14,51379736,51379858,PYGL.chr14.51379746.51379848,4.7,chr14:51379736-51379858,chr14:51379736-51379858
chr14,51381408,51381453,PYGL.chr14.51381418.51381533,11.2,chr14:51381408-51381543,chr14:51381408-51381453
chr14,51382043,51382113,PYGL.chr14.51382053.51382217,16.2,chr14:51382043-51382227,chr14:51382043-51382113
chr14,51382532,51382603,PYGL.chr14.51382542.51382689,16.5,chr14:51382532-51382699,chr14:51382532-51382603
chr14,51382617,51382699,PYGL.chr14.51382542.51382689,12.1,chr14:51382532-51382699,chr14:51382617-51382699
chr14,51390676,51390828,PYGL.chr14.51390686.51390818,10.0,chr14:51390676-51390828,chr14:51390676-51390828
chr14,51404443,51404509,PYGL.chr14.51404453.51404555,15.7,chr14:51404443-51404565,chr14:51404443-51404509
chr14,51404553,51404565,PYGL.chr14.51404453.51404555,17.0,chr14:51404443-51404565,chr14:51404553-51404565
chr14,51410868,51410896,PYGL.chr14.51410878.51411121,15.2,chr14:51410868-51411131,chr14:51410868-51410896
chr14,52188779,52188808,FRMD6.chr14.52188667.52188798,17.7,chr14:52188656-52188808,chr14:52188779-52188808
chr14,52781256,52781263,PTGER2.chr14.52781267.52782109,16.9,chr14:52781256-52782119,chr14:52781256-52781263
chr14,54417450,54417452,BMP4.chr14.54416749.54417606,19.0,chr14:54416739-54417616,chr14:54417450-54417452
chr14,54417454,54417616,BMP4.chr14.54416749.54417606,8.8,chr14:54416739-54417616,chr14:54417454-54417616
chr14,54418874,54418875,BMP4.chr14.54418570.54418940,19.0,chr14:54418560-54418950,chr14:54418874-54418875
chr14,54418879,54418950,BMP4.chr14.54418570.54418940,12.6,chr14:54418560-54418950,chr14:54418879-54418950
chr14,55313828,55313858,GCH1.chr14.55313816.55313848,18.1,chr14:55313806-55313858,chr14:55313828-55313858
chr14,55369028,55369110,GCH1.chr14.55369038.55369381,9.3,chr14:55369028-55369391,chr14:55369028-55369110
chr14,55369180,55369391,GCH1.chr14.55369038.55369381,4.5,chr14:55369028-55369391,chr14:55369180-55369391
chr14,55604115,55604119,LGALS3.chr14.55604092.55604109,19.0,chr14:55604081-55604119,chr14:55604115-55604119
chr14,55604752,55604776,LGALS3.chr14.55604763.55605086,14.8,chr14:55604752-55605096,chr14:55604752-55604776
chr14,55607071,55607091,LGALS3.chr14.55606993.55607081,17.7,chr14:55606982-55607091,chr14:55607071-55607091
chr14,60976106,60976110,SIX6.chr14.60976116.60976688,19.0,chr14:60976106-60976698,chr14:60976106-60976110
chr14,60976155,60976162,SIX6.chr14.60976116.60976688,18.0,chr14:60976106-60976698,chr14:60976155-60976162
chr14,61115337,61115408,SIX1.chr14.61115347.61115907,9.4,chr14:61115337-61115917,chr14:61115337-61115408
chr14,61115822,61115917,SIX1.chr14.61115347.61115907,12.8,chr14:61115337-61115917,chr14:61115822-61115917
chr14,61917686,61917699,PRKCH.chr14.61917560.61917689,18.9,chr14:61917549-61917699,chr14:61917686-61917699
chr14,61919943,61919961,PRKCH.chr14.61919944.61920071,18.7,chr14:61919933-61920081,chr14:61919943-61919961
chr14,61919969,61919976,PRKCH.chr14.61919944.61920071,19.0,chr14:61919933-61920081,chr14:61919969-61919976
chr14,61920069,61920081,PRKCH.chr14.61919944.61920071,18.9,chr14:61919933-61920081,chr14:61920069-61920081
chr14,61923883,61923924,PRKCH.chr14.61923894.61924037,14.5,chr14:61923883-61924047,chr14:61923883-61923924
chr14,61923937,61923940,PRKCH.chr14.61923894.61924037,19.0,chr14:61923883-61924047,chr14:61923937-61923940
chr14,61924015,61924027,PRKCH.chr14.61923894.61924037,19.0,chr14:61923883-61924047,chr14:61924015-61924027
chr14,62188216,62188220,HIF1A.chr14.62188227.62188372,19.0,chr14:62188216-62188382,chr14:62188216-62188220
chr14,62207212,62207244,HIF1A.chr14.62207223.62207345,17.0,chr14:62207212-62207355,chr14:62207212-62207244
chr14,62207326,62207336,HIF1A.chr14.62207223.62207345,18.2,chr14:62207212-62207355,chr14:62207326-62207336
chr14,62207462,62207471,HIF1A.chr14.62207473.62207906,18.6,chr14:62207462-62207916,chr14:62207462-62207471
chr14,62212398,62212545,HIF1A.chr14.62212409.62212535,15.0,chr14:62212398-62212545,chr14:62212398-62212545
chr14,64408402,64408406,SYNE2.chr14.64408412.64408508,18.6,chr14:64408402-64408518,chr14:64408402-64408406
chr14,64416532,64416573,SYNE2.chr14.64416542.64416724,17.7,chr14:64416532-64416734,chr14:64416532-64416573
chr14,64416577,64416587,SYNE2.chr14.64416542.64416724,18.4,chr14:64416532-64416734,chr14:64416577-64416587
chr14,64421426,64421502,SYNE2.chr14.64421436.64421633,15.9,chr14:64421426-64421643,chr14:64421426-64421502
chr14,64434560,64434574,SYNE2.chr14.64434426.64434564,17.2,chr14:64434416-64434574,chr14:64434560-64434574
chr14,64444612,64444639,SYNE2.chr14.64444622.64444735,14.9,chr14:64444612-64444745,chr14:64444612-64444639
chr14,64445559,64445614,SYNE2.chr14.64445569.64445732,16.8,chr14:64445559-64445742,chr14:64445559-64445614
chr14,64447361,64447378,SYNE2.chr14.64447371.64447450,18.4,chr14:64447361-64447460,chr14:64447361-64447378
chr14,64447425,64447440,SYNE2.chr14.64447371.64447450,19.0,chr14:64447361-64447460,chr14:64447425-64447440
chr14,64447444,64447460,SYNE2.chr14.64447371.64447450,17.7,chr14:64447361-64447460,chr14:64447444-64447460
chr14,64447693,64447731,SYNE2.chr14.64447703.64447891,11.5,chr14:64447693-64447901,chr14:64447693-64447731
chr14,64447741,64447745,SYNE2.chr14.64447703.64447891,19.0,chr14:64447693-64447901,chr14:64447741-64447745
chr14,64447883,64447901,SYNE2.chr14.64447703.64447891,17.9,chr14:64447693-64447901,chr14:64447883-64447901
chr14,64449337,64449346,SYNE2.chr14.64449347.64449512,17.2,chr14:64449337-64449522,chr14:64449337-64449346
chr14,64453163,64453165,SYNE2.chr14.64453173.64453335,18.7,chr14:64453163-64453345,chr14:64453163-64453165
chr14,64453319,64453345,SYNE2.chr14.64453173.64453335,16.4,chr14:64453163-64453345,chr14:64453319-64453345
chr14,64457649,64457843,SYNE2.chr14.64457659.64457833,9.9,chr14:64457649-64457843,chr14:64457649-64457843
chr14,64463654,64463658,SYNE2.chr14.64463664.64463876,19.0,chr14:64463654-64463886,chr14:64463654-64463658
chr14,64463883,64463883,SYNE2.chr14.64463664.64463876,19.0,chr14:64463654-64463886,chr14:64463883-64463883
chr14,64463885,64463886,SYNE2.chr14.64463664.64463876,18.0,chr14:64463654-64463886,chr14:64463885-64463886
chr14,64465710,64465768,SYNE2.chr14.64465631.64465758,12.3,chr14:64465621-64465768,chr14:64465710-64465768
chr14,64469427,64469463,SYNE2.chr14.64469437.64470048,11.8,chr14:64469427-64470058,chr14:64469427-64469463
chr14,64469996,64470003,SYNE2.chr14.64469437.64470048,19.0,chr14:64469427-64470058,chr14:64469996-64470003
chr14,64470052,64470058,SYNE2.chr14.64469437.64470048,17.4,chr14:64469427-64470058,chr14:64470052-64470058
chr14,64476673,64476844,SYNE2.chr14.64476683.64476834,15.3,chr14:64476673-64476844,chr14:64476673-64476844
chr14,64483180,64483306,SYNE2.chr14.64483190.64483349,15.8,chr14:64483180-64483359,chr14:64483180-64483306
chr14,64483333,64483359,SYNE2.chr14.64483190.64483349,18.1,chr14:64483180-64483359,chr14:64483333-64483359
chr14,64486699,64486729,SYNE2.chr14.64486709.64486811,15.1,chr14:64486699-64486821,chr14:64486699-64486729
chr14,64486806,64486812,SYNE2.chr14.64486709.64486811,19.0,chr14:64486699-64486821,chr14:64486806-64486812
chr14,64488748,64488756,SYNE2.chr14.64488574.64488746,17.2,chr14:64488564-64488756,chr14:64488748-64488756
chr14,64489589,64489591,SYNE2.chr14.64489468.64489581,19.0,chr14:64489458-64489591,chr14:64489589-64489591
chr14,64491619,64491641,SYNE2.chr14.64491629.64491749,18.1,chr14:64491619-64491759,chr14:64491619-64491641
chr14,64492141,64492149,SYNE2.chr14.64491847.64492139,17.8,chr14:64491837-64492149,chr14:64492141-64492149
chr14,64493286,64493316,SYNE2.chr14.64493296.64493448,14.4,chr14:64493286-64493458,chr14:64493286-64493316
chr14,64493362,64493364,SYNE2.chr14.64493296.64493448,18.3,chr14:64493286-64493458,chr14:64493362-64493364
chr14,64494191,64494196,SYNE2.chr14.64494201.64494511,18.5,chr14:64494191-64494521,chr14:64494191-64494196
chr14,64494198,64494230,SYNE2.chr14.64494201.64494511,15.9,chr14:64494191-64494521,chr14:64494198-64494230
chr14,64494240,64494243,SYNE2.chr14.64494201.64494511,18.5,chr14:64494191-64494521,chr14:64494240-64494243
chr14,64494515,64494521,SYNE2.chr14.64494201.64494511,14.0,chr14:64494191-64494521,chr14:64494515-64494521
chr14,64496602,64496662,SYNE2.chr14.64496612.64496777,11.0,chr14:64496602-64496787,chr14:64496602-64496662
chr14,64497723,64497777,SYNE2.chr14.64497733.64498075,13.1,chr14:64497723-64498085,chr14:64497723-64497777
chr14,64497810,64497821,SYNE2.chr14.64497733.64498075,19.0,chr14:64497723-64498085,chr14:64497810-64497821
chr14,64498009,64498085,SYNE2.chr14.64497733.64498075,10.8,chr14:64497723-64498085,chr14:64498009-64498085
chr14,64519664,64519690,SYNE2.chr14.64518274.64520375,18.7,chr14:64518264-64520385,chr14:64519664-64519690
chr14,64529552,64529553,SYNE2.chr14.64529468.64529613,19.0,chr14:64529458-64529623,chr14:64529552-64529553
chr14,64529562,64529623,SYNE2.chr14.64529468.64529613,12.1,chr14:64529458-64529623,chr14:64529562-64529623
chr14,64537352,64537390,SYNE2.chr14.64537362.64537628,13.4,chr14:64537352-64537638,chr14:64537352-64537390
chr14,64537418,64537419,SYNE2.chr14.64537362.64537628,19.0,chr14:64537352-64537638,chr14:64537418-64537419
chr14,64540675,64540678,SYNE2.chr14.64540685.64540854,15.0,chr14:64540675-64540864,chr14:64540675-64540678
chr14,64542652,64542665,SYNE2.chr14.64542662.64542818,17.6,chr14:64542652-64542828,chr14:64542652-64542665
chr14,64542826,64542828,SYNE2.chr14.64542662.64542818,18.0,chr14:64542652-64542828,chr14:64542826-64542828
chr14,64545173,64545195,SYNE2.chr14.64545183.64545324,15.0,chr14:64545173-64545334,chr14:64545173-64545195
chr14,64547316,64547366,SYNE2.chr14.64547173.64547356,12.6,chr14:64547163-64547366,chr14:64547316-64547366
chr14,64548302,64548308,SYNE2.chr14.64548160.64548298,19.0,chr14:64548150-64548308,chr14:64548302-64548308
chr14,64554493,64554584,SYNE2.chr14.64554388.64554574,12.7,chr14:64554378-64554584,chr14:64554493-64554584
chr14,64556281,64556284,SYNE2.chr14.64556291.64556414,19.0,chr14:64556281-64556424,chr14:64556281-64556284
chr14,64556295,64556424,SYNE2.chr14.64556291.64556414,13.7,chr14:64556281-64556424,chr14:64556295-64556424
chr14,64560056,64560082,SYNE2.chr14.64560066.64560198,13.5,chr14:64560056-64560208,chr14:64560056-64560082
chr14,64564827,64564874,SYNE2.chr14.64564666.64564864,14.1,chr14:64564656-64564874,chr14:64564827-64564874
chr14,64565454,64565455,SYNE2.chr14.64565464.64565539,19.0,chr14:64565454-64565549,chr14:64565454-64565455
chr14,64565462,64565466,SYNE2.chr14.64565464.64565539,17.8,chr14:64565454-64565549,chr14:64565462-64565466
chr14,64568639,64568682,SYNE2.chr14.64568649.64568760,16.3,chr14:64568639-64568770,chr14:64568639-64568682
chr14,64568768,64568770,SYNE2.chr14.64568649.64568760,18.0,chr14:64568639-64568770,chr14:64568768-64568770
chr14,64574198,64574211,SYNE2.chr14.64574208.64574325,19.0,chr14:64574198-64574335,chr14:64574198-64574211
chr14,64574218,64574223,SYNE2.chr14.64574208.64574325,19.0,chr14:64574198-64574335,chr14:64574218-64574223
chr14,64574238,64574250,SYNE2.chr14.64574208.64574325,18.5,chr14:64574198-64574335,chr14:64574238-64574250
chr14,64574264,64574335,SYNE2.chr14.64574208.64574325,12.5,chr14:64574198-64574335,chr14:64574264-64574335
chr14,64580048,64580080,SYNE2.chr14.64580058.64580289,11.5,chr14:64580048-64580299,chr14:64580048-64580080
chr14,64586134,64586159,SYNE2.chr14.64586144.64586327,15.8,chr14:64586134-64586337,chr14:64586134-64586159
chr14,64587634,64587671,SYNE2.chr14.64587644.64587779,14.2,chr14:64587634-64587789,chr14:64587634-64587671
chr14,64588719,64588801,SYNE2.chr14.64588729.64588851,16.2,chr14:64588719-64588861,chr14:64588719-64588801
chr14,64589133,64589155,SYNE2.chr14.64589003.64589145,17.0,chr14:64588993-64589155,chr14:64589133-64589155
chr14,64591786,64591850,SYNE2.chr14.64591796.64591928,17.1,chr14:64591786-64591938,chr14:64591786-64591850
chr14,64595159,64595168,SYNE2.chr14.64595169.64595271,18.7,chr14:64595159-64595281,chr14:64595159-64595168
chr14,64595174,64595181,SYNE2.chr14.64595169.64595271,19.0,chr14:64595159-64595281,chr14:64595174-64595181
chr14,64598972,64599166,SYNE2.chr14.64598982.64599156,15.8,chr14:64598972-64599166,chr14:64598972-64599166
chr14,64604599,64604711,SYNE2.chr14.64604504.64604701,12.5,chr14:64604494-64604711,chr14:64604599-64604711
chr14,64606793,64606800,SYNE2.chr14.64606658.64606791,18.0,chr14:64606648-64606801,chr14:64606793-64606800
chr14,64608083,64608089,SYNE2.chr14.64608058.64608241,18.7,chr14:64608048-64608251,chr14:64608083-64608089
chr14,64608091,64608132,SYNE2.chr14.64608058.64608241,18.4,chr14:64608048-64608251,chr14:64608091-64608132
chr14,64608140,64608149,SYNE2.chr14.64608058.64608241,19.0,chr14:64608048-64608251,chr14:64608140-64608149
chr14,64608241,64608247,SYNE2.chr14.64608058.64608241,18.9,chr14:64608048-64608251,chr14:64608241-64608247
chr14,64608649,64608659,SYNE2.chr14.64608659.64608806,18.8,chr14:64608649-64608816,chr14:64608649-64608659
chr14,64608670,64608674,SYNE2.chr14.64608659.64608806,19.0,chr14:64608649-64608816,chr14:64608670-64608674
chr14,64608743,64608747,SYNE2.chr14.64608659.64608806,19.0,chr14:64608649-64608816,chr14:64608743-64608747
chr14,64608754,64608816,SYNE2.chr14.64608659.64608806,14.2,chr14:64608649-64608816,chr14:64608754-64608816
chr14,64610652,64610676,SYNE2.chr14.64610489.64610666,15.2,chr14:64610479-64610676,chr14:64610652-64610676
chr14,64612775,64612784,SYNE2.chr14.64612785.64612941,15.6,chr14:64612775-64612951,chr14:64612775-64612784
chr14,64625332,64625425,SYNE2.chr14.64625342.64625513,15.3,chr14:64625332-64625523,chr14:64625332-64625425
chr14,64625432,64625441,SYNE2.chr14.64625342.64625513,18.7,chr14:64625332-64625523,chr14:64625432-64625441
chr14,64625443,64625523,SYNE2.chr14.64625342.64625513,15.7,chr14:64625332-64625523,chr14:64625443-64625523
chr14,64633940,64633979,SYNE2.chr14.64633950.64634105,12.9,chr14:64633940-64634115,chr14:64633940-64633979
chr14,64634202,64634203,SYNE2.chr14.64634212.64634357,13.0,chr14:64634202-64634367,chr14:64634202-64634203
chr14,64634367,64634367,SYNE2.chr14.64634212.64634357,19.0,chr14:64634202-64634367,chr14:64634367-64634367
chr14,64635584,64635585,SYNE2.chr14.64635594.64635689,16.0,chr14:64635584-64635699,chr14:64635584-64635585
chr14,64641794,64641866,SYNE2.chr14.64641661.64641856,13.6,chr14:64641651-64641866,chr14:64641794-64641866
chr14,64644065,64644076,SYNE2.chr14.64644075.64644201,12.5,chr14:64644065-64644211,chr14:64644065-64644076
chr14,64644082,64644087,SYNE2.chr14.64644075.64644201,17.8,chr14:64644065-64644211,chr14:64644082-64644087
chr14,64644163,64644190,SYNE2.chr14.64644075.64644201,17.1,chr14:64644065-64644211,chr14:64644163-64644190
chr14,64655257,64655302,SYNE2.chr14.64655267.64655426,15.9,chr14:64655257-64655436,chr14:64655257-64655302
chr14,64655381,64655385,SYNE2.chr14.64655267.64655426,19.0,chr14:64655257-64655436,chr14:64655381-64655385
chr14,64655399,64655412,SYNE2.chr14.64655267.64655426,19.0,chr14:64655257-64655436,chr14:64655399-64655412
chr14,64655430,64655436,SYNE2.chr14.64655267.64655426,17.7,chr14:64655257-64655436,chr14:64655430-64655436
chr14,64656944,64656965,SYNE2.chr14.64656788.64656955,16.7,chr14:64656778-64656965,chr14:64656944-64656965
chr14,64669509,64669509,SYNE2.chr14.64669518.64669681,19.0,chr14:64669508-64669691,chr14:64669509-64669509
chr14,64676303,64676306,SYNE2.chr14.64676145.64676296,19.0,chr14:64676135-64676306,chr14:64676303-64676306
chr14,64676746,64676852,SYNE2.chr14.64676659.64676842,11.5,chr14:64676649-64676852,chr14:64676746-64676852
chr14,64679704,64679733,SYNE2.chr14.64679528.64679723,15.7,chr14:64679518-64679733,chr14:64679704-64679733
chr14,64681126,64681198,SYNE2.chr14.64680911.64681188,15.3,chr14:64680901-64681198,chr14:64681126-64681198
chr14,64682955,64683016,SYNE2.chr14.64682965.64683105,13.3,chr14:64682955-64683115,chr14:64682955-64683016
chr14,64683059,64683064,SYNE2.chr14.64682965.64683105,19.0,chr14:64682955-64683115,chr14:64683059-64683064
chr14,64685915,64685928,SYNE2.chr14.64685925.64686128,16.2,chr14:64685915-64686138,chr14:64685915-64685928
chr14,64686120,64686138,SYNE2.chr14.64685925.64686128,16.5,chr14:64685915-64686138,chr14:64686120-64686138
chr14,64689896,64689930,SYNE2.chr14.64689906.64690098,16.8,chr14:64689896-64690108,chr14:64689896-64689930
chr14,64691231,64691237,SYNE2.chr14.64691178.64691265,17.9,chr14:64691168-64691275,chr14:64691231-64691237
chr14,64691240,64691254,SYNE2.chr14.64691178.64691265,17.3,chr14:64691168-64691275,chr14:64691240-64691254
chr14,64691262,64691275,SYNE2.chr14.64691178.64691265,18.0,chr14:64691168-64691275,chr14:64691262-64691275
chr14,64691767,64691773,SYNE2.chr14.64691713.64691763,18.0,chr14:64691703-64691773,chr14:64691767-64691773
chr14,64694243,64694342,ESR2.chr14.64694254.64694332,15.4,chr14:64694243-64694342,chr14:64694243-64694342
chr14,64694600,64694657,ESR2.chr14.64694611.64694647,4.3,chr14:64694600-64694657,chr14:64694600-64694657
chr14,64694737,64694773,ESR2.chr14.64694748.64694763,2.3,chr14:64694737-64694773,chr14:64694737-64694773
chr14,64699847,64700051,ESR2.chr14.64699858.64700041,7.0,chr14:64699847-64700051,chr14:64699847-64700051
